017
num-fields|53
id|int32
image_x|int32
image_y|int32
image_w|int32
image_h|int32
src_x|int32
src_y|int32
src_image|int32
cal_image|int32
ppc|int32
camera|int32
cal_const|double
fringe_size|double
sphere_count|int32
raw_sphere_volume|double
raw_sphere_complement|double
raw_sphere_unknown|double
raw_area|double
raw_feret_max|double
raw_feret_min|double
raw_feret_mean|double
raw_perimeter|double
raw_convex_perimeter|double
raw_legendre_major|double
raw_legendre_minor|double
abd_area|double
abd_diameter|double
length|double
width|double
esd_diameter|double
fd_diameter|double
perimeter|double
convex_perimeter|double
intensity|double
sigma_intensity|double
sum_intensity|double
compactness|double
elongation|double
roughness|double
edge_gradient|double
elapsed_time|double
circle_fit|double
symmetry|double
circularity_hu|double
intensity_calimage|double
raw_convex_hull_area|double
raw_filled_area|double
filled_area|double
feret_max_angle|double
feret_min_angle|double
timestamp|timestamp
collage_file|string
image_id|guid
244|319|809|25|18|407|792|127|1|1|0|9.25|4.5|0|0.0|0.0|0.0|38.0|17.0|5.0|11.4167|37.799|32.9627|17.24|3.9104|812.8437|32.1706|115.625|23.125|63.9795|32.5911|349.6407|263.28|197.6053|9.2068|7509.0|2.9153|7.0162|1.328|30.1563|14.344|0.4949|0.3423|0.3178|0.0|39.5|39.0|834.2344|-15.0|55.0|2023-05-22T12:46:36.654|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|A2F5BA61-A1EE-4202-8B30-2F552F6E6758
245|346|809|23|23|290|1876|124|1|1|0|9.25|4.5|0|0.0|0.0|0.0|120.0|15.0|11.0|13.2222|39.799|38.1368|14.5331|10.6|4152.4462|72.7122|97.125|60.125|80.6804|72.7122|368.1407|311.1404|110.4167|47.9793|13250.0|1.0504|1.0|1.1832|146.2647|14.016|0.8357|0.8298|0.9444|0.0|108.0|120.0|4152.4462|40.0|-70.0|2023-05-22T12:46:36.324|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|8A2D754C-906B-43D0-99DE-F92615FF1BC9
246|371|809|16|25|320|1235|123|1|1|0|9.25|4.5|0|0.0|0.0|0.0|51.0|15.0|5.0|11.0556|33.3137|31.6717|15.9115|4.1864|1090.9219|37.2694|97.125|23.125|60.6393|37.2694|308.1517|251.3382|173.6471|23.6401|8856.0|1.7317|3.1197|1.226|122.5333|13.907|0.5536|0.5958|0.4798|0.0|43.5|51.0|1090.9219|-90.0|10.0|2023-05-22T12:46:36.212|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|EE79F05A-951A-4FB1-8DE5-BE2DD97E8879
247|389|809|28|20|735|601|127|1|1|0|9.25|4.5|0|0.0|0.0|0.0|83.0|19.0|6.0|14.2778|45.2132|41.9166|20.4071|5.7986|2245.0838|53.4652|134.125|27.75|90.4446|57.3939|418.2221|346.1036|196.7831|39.1371|16333.0|1.8075|3.3828|1.2084|142.5897|14.344|0.4928|0.7631|0.5092|0.0|80.5|90.0|2587.1474|-40.0|65.0|2023-05-22T12:46:36.654|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|15FA8814-AC9E-473C-9D79-D1E8C4F4F259
248|419|809|28|21|106|1688|115|1|1|0|9.25|4.5|0|0.0|0.0|0.0|150.0|19.0|11.0|15.4444|47.2132|45.102|18.203|10.7758|5836.9149|86.2078|134.125|60.125|101.2357|86.2078|436.7221|375.5685|173.7467|19.4526|26062.0|1.1826|1.0|1.1628|64.4146|13.0|0.7054|0.8434|0.8536|0.0|138.0|150.0|5836.9149|5.0|-90.0|2023-05-22T12:46:35.315|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|B00A6332-7DD9-4ABA-B514-0B97A4769C80
249|449|809|33|32|761|822|111|1|1|0|9.25|4.5|0|0.0|0.0|0.0|224.0|26.0|21.0|23.6389|115.9828|70.9591|28.3986|20.0055|10312.8346|114.5893|198.875|152.625|177.0348|114.5893|1072.8409|614.7467|196.9286|21.1103|44112.0|4.7789|12.9361|1.7452|60.3434|12.547|0.4839|0.3232|0.4727|0.0|342.0|224.0|10312.8346|35.0|-85.0|2023-05-22T12:46:34.866|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|13C7D0DA-480A-4F6A-A99A-64C0202B27FE
250|484|809|18|22|1002|232|46|1|1|0|9.25|4.5|0|0.0|0.0|0.0|53.0|13.0|8.0|10.1389|35.5563|28.5864|12.5945|6.7706|1133.7031|37.9931|78.625|37.0|52.1598|37.9931|328.8958|222.7992|119.3962|57.9809|6328.0|1.8982|3.6926|1.4762|177.7097|5.266|0.6164|0.5112|0.6601|0.0|54.0|53.0|1133.7031|-80.0|0.0|2023-05-22T12:46:27.581|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|4EA59015-0372-403A-86CC-8419495B69FB
251|504|809|28|47|404|583|68|1|1|0|9.25|4.5|0|0.0|0.0|0.0|423.0|37.0|18.0|28.75|94.9117|87.1842|37.3062|16.224|23517.8233|173.0428|300.625|124.875|224.3125|173.0428|877.9332|764.8288|110.6667|65.4972|46812.0|1.6947|2.9895|1.1479|147.475|7.735|0.3853|0.4097|0.6509|0.0|456.5|423.0|23517.8233|-90.0|0.0|2023-05-22T12:46:30.045|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|F38C18B3-1E23-4FAD-853C-BBCD0031DDDE
252|534|809|22|27|871|1721|55|1|1|0|9.25|4.5|0|0.0|0.0|0.0|136.0|18.0|10.0|14.9167|44.6274|43.3815|18.1088|9.7391|5038.6451|80.0962|124.875|50.875|96.3545|80.0962|412.8034|359.6539|136.9632|60.8859|18627.0|1.1653|1.0|1.1478|188.9211|6.282|0.6997|0.7687|0.8192|0.0|122.5|136.0|5038.6451|45.0|-25.0|2023-05-22T12:46:28.588|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|25BBF8CF-F311-4DA7-B1B8-ACA7C80399C9
253|558|809|28|32|649|1411|122|1|1|0|9.25|4.5|0|0.0|0.0|0.0|156.0|26.0|10.0|19.4444|60.1838|57.8231|25.0257|9.5777|6184.7635|88.7394|198.875|50.875|138.2357|95.2616|556.7002|493.2387|136.9808|57.5862|21369.0|1.6758|2.9225|1.1287|174.0408|13.782|0.4459|0.5459|0.61|0.0|167.0|172.0|7127.3133|-70.0|40.0|2023-05-22T12:46:36.100|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|EC65AD84-DBEF-4300-A0DF-A9649F58CED2
254|588|809|21|22|624|1732|113|1|1|0|9.25|4.5|0|0.0|0.0|0.0|99.0|13.0|11.0|11.75|34.9706|33.9613|12.3376|10.2686|3041.2073|62.2269|78.625|60.125|67.0625|62.2269|323.478|272.517|137.1212|56.0705|13575.0|1.0|1.0|1.187|177.6|12.782|0.8887|0.851|0.9784|0.0|86.5|99.0|3041.2073|25.0|0.0|2023-05-22T12:46:35.091|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|B974220F-4CC5-4B9A-8D8E-7725943DF630
255|611|809|28|21|424|971|127|1|1|0|9.25|4.5|0|0.0|0.0|0.0|60.0|19.0|7.0|14.25|50.2843|41.5248|21.3339|5.7062|1283.4375|40.4243|134.125|32.375|90.1875|44.4449|465.1298|342.4794|160.6167|33.979|9637.0|2.959|7.1563|1.3581|186.4048|14.344|0.4319|0.6351|0.3551|0.0|82.5|68.0|1551.4349|-40.0|65.0|2023-05-22T12:46:36.654|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|8275C68E-C7A3-40DB-BC9E-52F3530F5B37
256|641|809|21|19|949|461|128|1|1|0|9.25|4.5|0|0.0|0.0|0.0|64.0|13.0|9.0|11.3889|40.6274|32.9854|12.0198|9.1178|1377.2118|41.8751|78.625|41.625|63.7223|45.7015|375.8034|263.4899|234.7188|28.6321|15022.0|1.8764|3.6186|1.4263|42.3529|14.516|0.7212|0.4693|0.7832|0.0|74.0|70.0|1640.4004|20.0|-90.0|2023-05-22T12:46:36.827|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|45286544-8F34-4A4A-900E-34BFEBEED6CF
257|664|809|21|63|863|34|130|1|1|0|9.25|4.5|0|0.0|0.0|0.0|217.0|54.0|11.0|36.5|149.4975|111.4555|56.1884|8.7857|9874.7572|112.1291|457.875|60.125|296.0|112.1291|1382.8519|989.3384|239.7189|20.0706|52019.0|8.1959|23.7061|1.3978|77.2296|14.922|0.0|0.1791|0.1709|0.0|363.0|217.0|9874.7572|75.0|0.0|2023-05-22T12:46:37.243|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|E65257FD-27B0-457D-8152-92B8CF757BCC
258|687|809|22|21|737|1324|128|1|1|0|9.25|4.5|0|0.0|0.0|0.0|31.0|13.0|6.0|10.7778|54.5269|30.8403|13.7908|6.7897|663.1094|29.0568|78.625|27.75|58.0696|29.0568|504.3738|243.6478|218.9677|6.7941|6788.0|7.6322|21.9317|2.0701|16.9778|14.516|0.6207|0.427|0.3341|0.0|57.0|31.0|663.1094|-65.0|55.0|2023-05-22T12:46:36.827|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|D3C8B2A2-1948-4AF3-BE06-A2421562F493
259|711|809|15|48|57|671|129|1|1|0|9.25|4.5|0|0.0|0.0|0.0|68.0|38.0|5.0|25.2778|92.669|76.3491|43.9778|3.1717|1551.4349|44.4449|309.875|23.125|192.1946|45.0754|857.1882|664.6042|197.5735|7.2585|13435.0|9.904|29.0799|1.2898|41.8481|14.782|0.0935|0.1236|0.0904|0.0|106.0|69.0|1595.7688|-90.0|0.0|2023-05-22T12:46:37.078|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|6726F5F1-4D41-41ED-BE2E-39723BF77ECA
260|728|809|28|19|734|601|128|1|1|0|9.25|4.5|0|0.0|0.0|0.0|49.0|19.0|5.0|13.6111|45.4558|39.3611|20.8801|4.2074|1048.1406|36.5313|134.125|23.125|84.2777|38.7033|420.4662|322.4652|173.6939|30.5983|8511.0|2.9896|7.2541|1.3039|172.6579|14.516|0.4208|0.1794|0.3087|0.0|58.0|55.0|1176.4844|-35.0|65.0|2023-05-22T12:46:36.827|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|6F7EC00F-917F-46AD-A862-6AE053F41EFA
261|758|809|17|29|695|415|129|1|1|0|9.25|4.5|0|0.0|0.0|0.0|69.0|19.0|7.0|14.0556|46.1421|40.8264|19.9456|5.6343|1595.7688|45.0754|134.125|32.375|88.3893|52.3126|426.8144|336.0192|231.0435|34.5432|15942.0|2.0917|4.3409|1.2702|75.4524|14.782|0.5036|0.3981|0.4802|0.0|77.0|81.0|2149.3242|-90.0|0.0|2023-05-22T12:46:37.078|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|19856406-0571-4AFC-8A55-7825A3826ECD
262|777|809|25|23|651|443|128|1|1|0|9.25|4.5|0|0.0|0.0|0.0|39.0|20.0|6.0|13.4167|50.1838|38.9249|19.1366|4.637|834.2344|32.5911|143.375|27.75|82.4795|33.0063|464.2002|318.4303|221.0513|5.1038|8621.0|5.0102|13.6669|1.4578|19.2564|14.516|0.4841|0.61|0.2627|0.0|55.5|40.0|855.625|-40.0|50.0|2023-05-22T12:46:36.827|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|408D84D2-EDB4-4EF6-8DD1-9CDFD2A0B39A
263|804|809|16|24|879|306|128|1|1|0|9.25|4.5|0|0.0|0.0|0.0|32.0|15.0|5.0|10.6667|36.3848|30.1387|16.0935|3.949|684.5|29.5217|97.125|23.125|57.042|29.5217|336.5594|237.158|239.0313|19.7919|7649.0|3.2922|8.221|1.4191|87.2258|14.516|0.5186|0.4241|0.2968|0.0|33.0|32.0|684.5|60.0|-20.0|2023-05-22T12:46:36.827|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|601147E5-FBAA-457D-842A-E6FCED703D05
264|822|809|19|21|943|1419|128|1|1|0|9.25|4.5|0|0.0|0.0|0.0|56.0|12.0|8.0|9.9722|35.799|27.9956|10.6877|7.8462|1197.875|39.0536|69.375|37.0|50.6179|39.0536|331.1407|217.3343|184.4821|31.1523|10331.0|1.8211|3.4297|1.5236|104.7|14.516|0.6973|0.3993|0.8112|0.0|53.0|56.0|1197.875|-85.0|40.0|2023-05-22T12:46:36.827|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|C233CAF8-5386-4438-91DC-4D8EC23F12A5
265|843|809|17|34|383|1159|128|1|1|0|9.25|4.5|0|0.0|0.0|0.0|61.0|24.0|7.0|17.2222|62.8701|51.0089|25.6755|5.4663|1304.8281|40.7598|180.375|32.375|117.6804|40.7598|581.5484|430.2073|147.2787|48.5735|8984.0|5.1564|14.1286|1.3518|127.7273|14.516|0.328|0.0873|0.2254|0.0|106.5|61.0|1304.8281|-90.0|0.0|2023-05-22T12:46:36.827|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|F244B88A-F2C9-4671-8EF6-3AEF1886BDB7
266|862|809|30|32|988|623|128|1|1|0|9.25|4.5|0|0.0|0.0|0.0|188.0|28.0|16.0|21.5|96.0833|64.4589|24.3689|13.4372|8089.2781|101.4869|217.375|106.375|157.25|105.9836|888.7705|554.6198|237.3191|29.5503|44616.0|3.6733|9.434|1.6025|50.8902|14.516|0.4547|0.3085|0.6577|0.0|268.0|200.0|8822.0106|60.0|-50.0|2023-05-22T12:46:36.827|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|76E58ED2-5D35-4A88-843D-C9BE53D76265
267|894|809|20|33|849|605|128|1|1|0|9.25|4.5|0|0.0|0.0|0.0|78.0|24.0|10.0|17.2778|85.8406|51.0236|23.9543|9.2547|2007.4515|50.5566|180.375|50.875|118.1946|51.1456|794.0255|430.3433|240.5128|17.2186|18760.0|7.4225|21.2714|1.8451|74.3699|14.516|0.3779|0.3394|0.3051|0.0|134.5|79.0|2054.5009|80.0|0.0|2023-05-22T12:46:36.827|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|848162E0-3EC9-4A7A-863C-9A551AE88A51
268|916|809|20|22|882|986|128|1|1|0|9.25|4.5|0|0.0|0.0|0.0|62.0|14.0|6.0|10.6944|31.799|30.5072|13.5916|6.2499|1326.2188|41.0925|87.875|27.75|57.2982|41.8751|294.1407|240.5666|219.0161|41.7089|13579.0|1.2573|1.0|1.2227|110.7692|14.516|0.6921|0.8179|0.7282|0.0|54.0|64.0|1377.2118|55.0|-35.0|2023-05-22T12:46:36.827|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|C5C221A2-6141-45F4-AE13-E7503CE20415
269|938|809|19|30|936|479|128|1|1|0|9.25|4.5|0|0.0|0.0|0.0|85.0|21.0|8.0|15.8889|52.6274|46.822|22.7639|6.6607|2341.746|54.6041|152.625|37.0|105.3473|59.5704|486.8034|391.4785|221.2235|31.0227|18804.0|2.3447|5.1728|1.2435|76.413|14.516|0.4215|0.3642|0.4255|0.0|110.0|94.0|2787.0883|60.0|-10.0|2023-05-22T12:46:36.827|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|6CF5C1BC-E42E-4C63-BC57-35CFA7B2777A
270|959|809|14|430|58|43|129|1|1|0|9.25|4.5|0|0.0|0.0|0.0|1165.0|420.0|4.0|268.1667|899.061|839.7114|472.2692|3.3926|77747.672|314.629|3843.375|18.5|2438.917|314.7819|8316.3142|7725.7055|146.8455|25.6889|171075.0|55.1658|171.3026|1.0764|81.8236|14.782|0.0|0.4653|0.0133|0.0|1096.0|1166.0|77823.2394|-90.0|0.0|2023-05-22T12:46:37.078|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|E61CB844-691B-4329-ABD8-8936528F7083
271|975|809|22|55|910|843|128|1|1|0|9.25|4.5|0|0.0|0.0|0.0|213.0|45.0|12.0|31.6389|118.0833|96.1897|47.7787|9.0655|9625.5936|110.7054|374.625|69.375|251.0348|114.2402|1092.2705|848.1297|221.0282|38.9411|47079.0|4.9758|13.5582|1.2879|84.9519|14.516|0.0946|0.2307|0.2401|0.0|356.0|223.0|10250.0967|-90.0|0.0|2023-05-22T12:46:36.827|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|6E0F8DDD-AFC2-44BB-BBA2-07F76AE85141
272|999|809|28|20|626|695|129|1|1|0|9.25|4.5|0|0.0|0.0|0.0|57.0|18.0|9.0|14.2222|60.8701|41.4675|20.0636|7.4806|1219.2656|39.4007|124.875|41.625|89.9304|40.086|563.0484|341.9494|160.1228|41.0725|9127.0|4.9974|13.6265|1.6466|146.5849|14.782|0.5233|0.3273|0.3277|0.0|97.5|59.0|1262.0469|0.0|65.0|2023-05-22T12:46:37.078|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|71D4F997-81A0-428B-94C6-B5D03EE1315A
273|1029|809|25|34|926|269|128|1|1|0|9.25|4.5|0|0.0|0.0|0.0|144.0|27.0|13.0|20.8333|101.8406|62.1909|28.7954|12.2131|5492.4113|83.6251|208.125|78.625|151.083|87.0572|942.0255|533.6408|234.3958|23.1541|33753.0|5.4299|14.9917|1.7653|62.9888|14.516|0.444|0.4169|0.3956|0.0|224.5|152.0|5952.5026|55.0|-30.0|2023-05-22T12:46:36.827|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|F9757D51-04CA-4116-A1C8-893F0FD7CAFE
274|1056|809|30|54|714|598|129|1|1|0|9.25|4.5|0|0.0|0.0|0.0|322.0|47.0|16.0|33.2778|131.9828|101.4706|49.4363|12.6997|16665.8082|145.6694|393.125|106.375|266.1946|152.5239|1220.8409|896.9781|239.8323|27.4123|77226.0|4.0063|10.491|1.3611|49.6609|14.782|0.0722|0.149|0.3382|0.0|480.0|346.0|18271.1317|65.0|-15.0|2023-05-22T12:46:37.078|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|291B802D-5236-4E47-A225-B7A7C8D17655
275|1088|809|13|25|716|623|128|1|1|0|9.25|4.5|0|0.0|0.0|0.0|21.0|15.0|3.0|10.2778|33.3137|28.8953|16.7467|2.6671|449.2031|23.9153|97.125|13.875|53.4446|23.9153|308.1517|225.6565|174.5238|26.2653|3665.0|4.2055|11.122|1.3656|142.0|14.516|0.5169|0.4404|0.186|0.0|21.0|21.0|449.2031|-90.0|0.0|2023-05-22T12:46:36.827|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|280B2DD0-4D87-4A60-90AB-2F5005E83195
276|1103|809|25|26|1074|1631|129|1|1|0|9.25|4.5|0|0.0|0.0|0.0|171.0|16.0|14.0|15.25|46.8701|45.0062|15.3224|14.21|7067.8069|94.8631|106.375|87.875|99.4375|94.8631|433.5484|374.6823|91.0409|61.7096|15568.0|1.0223|1.0|1.1571|244.9744|14.782|0.9342|0.9022|0.9971|0.0|157.0|171.0|7067.8069|-90.0|40.0|2023-05-22T12:46:37.078|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|C7D1A92A-E253-4390-857D-55067B858FF6
277|1130|809|21|19|986|574|128|1|1|0|9.25|4.5|0|0.0|0.0|0.0|63.0|13.0|9.0|10.9167|40.9706|31.2794|11.516|8.6787|1347.6094|41.4226|78.625|41.625|59.3545|41.8751|378.978|247.7095|226.2698|41.2369|14255.0|2.0872|4.3258|1.5299|78.25|14.516|0.7079|0.2996|0.7838|0.0|63.5|64.0|1377.2118|20.0|-90.0|2023-05-22T12:46:36.827|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|1828228F-00DB-4A77-A899-F0BEE8A14299
278|1153|809|35|27|610|1371|128|1|1|0|9.25|4.5|0|0.0|0.0|0.0|189.0|26.0|15.0|21.1944|92.9117|63.7737|26.2158|13.0019|8149.9872|101.867|198.875|97.125|154.4232|108.1814|859.4332|548.2817|226.0582|46.4668|42725.0|3.3348|8.3568|1.5675|62.9744|14.516|0.4097|0.151|0.6126|0.0|271.5|206.0|9191.6858|15.0|-70.0|2023-05-22T12:46:36.827|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|4D763C55-B596-49B0-BF1C-19248EBB000E
279|1190|809|17|29|795|395|128|1|1|0|9.25|4.5|0|0.0|0.0|0.0|48.0|20.0|6.0|13.9444|57.6985|40.687|23.0509|5.2246|1026.75|36.1566|143.375|27.75|87.3607|36.1566|533.7111|334.7297|195.2083|26.4654|9370.0|5.5192|15.2737|1.5945|119.4082|14.516|0.4173|0.1382|0.2188|0.0|70.0|48.0|1026.75|80.0|-10.0|2023-05-22T12:46:36.827|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|9CC29285-C277-4F24-8DE6-1A9538670419
280|1209|809|79|323|931|765|128|1|1|0|9.25|4.5|0|0.0|0.0|0.0|14353.0|313.0|67.0|215.3889|1251.5921|673.4131|308.3493|61.8656|1147679.1163|1208.8302|2853.625|578.125|1950.7223|1222.779|11577.2269|6187.4462|207.8338|12.9794|2983038.0|8.4945|24.6457|1.8711|23.0106|14.516|0.0|0.6765|0.3778|0.0|16676.5|14675.0|1174318.2097|-90.0|-5.0|2023-05-22T12:46:36.827|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|8C7818EB-8288-4D11-A617-4CE0B7708354
281|1290|809|19|34|901|437|128|1|1|0|9.25|4.5|0|0.0|0.0|0.0|62.0|26.0|6.0|17.25|58.0416|50.9159|26.677|4.8032|1326.2188|41.0925|198.875|27.75|117.9375|41.0925|536.8848|429.3471|227.2097|35.0033|14087.0|4.3239|11.497|1.2505|116.5686|14.516|0.2869|0.3372|0.2149|0.0|74.5|62.0|1326.2188|65.0|-20.0|2023-05-22T12:46:36.827|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|BA493D8F-F32F-4D99-94AC-6E9E97E026FD
282|1311|809|18|30|657|853|129|1|1|0|9.25|4.5|0|0.0|0.0|0.0|55.0|22.0|7.0|15.6944|65.1127|46.0203|24.74|6.6171|1176.4844|38.7033|161.875|32.375|103.5482|39.0536|602.2925|384.0628|225.9636|39.2386|12428.0|6.0247|16.8678|1.5682|129.7143|14.782|0.4716|0.2185|0.2174|0.0|99.0|56.0|1197.875|70.0|-5.0|2023-05-22T12:46:37.078|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|042672F5-C896-4022-9E77-C61A6DA2F7CC
283|1331|809|21|21|824|94|128|1|1|0|9.25|4.5|0|0.0|0.0|0.0|48.0|15.0|6.0|11.1667|37.2132|31.5846|15.0471|5.1572|1026.75|36.1566|97.125|27.75|61.667|36.9022|344.2221|250.5325|225.875|18.0423|10842.0|2.204|4.7119|1.374|56.4194|14.516|0.5972|0.6894|0.5032|0.0|50.0|50.0|1069.5312|25.0|-50.0|2023-05-22T12:46:36.827|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|AF762059-6912-405B-A569-89312CF77474
284|1354|809|18|24|671|615|128|1|1|0|9.25|4.5|0|0.0|0.0|0.0|26.0|16.0|4.0|10.6944|32.3848|30.7033|17.3915|2.9709|556.1563|26.6105|106.375|18.5|57.2982|26.6105|299.5594|242.3805|159.5|27.8944|4147.0|3.21|7.9587|1.2359|143.4444|14.516|0.5027|0.3359|0.2127|0.0|30.0|26.0|556.1563|-60.0|20.0|2023-05-22T12:46:36.827|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|5A4C5933-6C81-474D-8050-374D4999987A
285|1374|809|23|27|889|756|128|1|1|0|9.25|4.5|0|0.0|0.0|0.0|86.0|19.0|12.0|15.4167|53.4558|45.2586|18.3449|10.6283|2390.4057|55.1685|134.125|69.375|100.9795|57.3939|494.4662|377.0171|237.1395|23.5452|20394.0|2.5266|5.7641|1.3115|67.5435|14.516|0.5075|0.2096|0.5099|0.0|122.0|90.0|2587.1474|-80.0|10.0|2023-05-22T12:46:36.827|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|719675D1-78CE-451F-B79E-D73A9B33ED4F
286|1399|809|15|29|939|36|130|1|1|0|9.25|4.5|0|0.0|0.0|0.0|55.0|20.0|4.0|13.3333|42.3848|38.7405|18.6928|3.9567|1176.4844|38.7033|143.375|18.5|81.708|38.7033|392.0594|316.7246|207.6909|7.6226|11423.0|2.5992|5.9991|1.2379|25.2432|14.922|0.4614|0.8218|0.3836|0.0|46.5|55.0|1176.4844|70.0|-5.0|2023-05-22T12:46:37.243|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|EDC6079C-4EA5-4529-ABAC-0E478E733599
287|1416|809|22|30|706|845|129|1|1|0|9.25|4.5|0|0.0|0.0|0.0|133.0|21.0|10.0|16.3889|54.8701|48.2903|20.2961|9.7789|4870.2265|78.7462|152.625|50.875|109.9723|86.6332|507.5484|405.0603|236.4586|25.9034|31449.0|1.5867|2.6|1.253|15.383|14.782|0.629|0.6595|0.7576|0.0|149.0|151.0|5894.6628|-80.0|10.0|2023-05-22T12:46:37.078|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|B193E0CF-1883-4F06-AF84-1AC7AB7875BC
288|1440|809|16|23|612|1480|129|1|1|0|9.25|4.5|0|0.0|0.0|0.0|48.0|14.0|5.0|10.0278|32.1421|28.2754|13.4982|5.0324|1026.75|36.1566|87.875|23.125|51.1321|37.2694|297.3144|219.9224|194.8333|46.0527|9352.0|1.612|2.6929|1.3519|148.5|14.782|0.6631|0.446|0.6258|0.0|43.5|51.0|1090.9219|65.0|-15.0|2023-05-22T12:46:37.078|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|31C3BC46-4F30-4592-BC2F-A2474AB44AD7
289|1458|809|33|30|652|923|129|1|1|0|9.25|4.5|0|0.0|0.0|0.0|155.0|25.0|17.0|21.3889|86.4264|64.4283|25.3019|14.6222|6126.5648|88.3209|189.625|115.625|156.2223|93.6606|799.4442|554.3368|236.4516|33.0901|36650.0|3.5381|9.0043|1.4422|59.3378|14.782|0.4044|0.3815|0.5009|0.0|250.5|168.0|6889.7482|30.0|-75.0|2023-05-22T12:46:37.078|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|24B7DB0C-AFD2-4CC5-8F47-924B050F6B01
290|1493|809|14|28|988|728|128|1|1|0|9.25|4.5|0|0.0|0.0|0.0|47.0|18.0|4.0|12.5556|38.7279|36.4919|19.033|3.9134|1005.3594|35.778|124.875|18.5|74.5143|35.778|358.2331|295.9251|215.4255|33.8298|10125.0|2.5395|5.8057|1.2106|145.6857|14.516|0.4555|0.3346|0.317|0.0|43.5|47.0|1005.3594|-90.0|0.0|2023-05-22T12:46:36.827|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|C8F8991F-3AA3-4CEA-9067-EE02A491A6D8
