017
num-fields|53
id|int32
image_x|int32
image_y|int32
image_w|int32
image_h|int32
src_x|int32
src_y|int32
src_image|int32
cal_image|int32
ppc|int32
camera|int32
cal_const|double
fringe_size|double
sphere_count|int32
raw_sphere_volume|double
raw_sphere_complement|double
raw_sphere_unknown|double
raw_area|double
raw_feret_max|double
raw_feret_min|double
raw_feret_mean|double
raw_perimeter|double
raw_convex_perimeter|double
raw_legendre_major|double
raw_legendre_minor|double
abd_area|double
abd_diameter|double
length|double
width|double
esd_diameter|double
fd_diameter|double
perimeter|double
convex_perimeter|double
intensity|double
sigma_intensity|double
sum_intensity|double
compactness|double
elongation|double
roughness|double
edge_gradient|double
elapsed_time|double
circle_fit|double
symmetry|double
circularity_hu|double
intensity_calimage|double
raw_convex_hull_area|double
raw_filled_area|double
filled_area|double
feret_max_angle|double
feret_min_angle|double
timestamp|timestamp
collage_file|string
image_id|guid
118|1022|114|22|19|650|361|127|1|1|0|9.25|4.5|0|0.0|0.0|0.0|57.0|13.0|8.0|10.9722|41.4558|30.9276|12.8728|7.2537|1219.2656|39.4007|78.625|37.0|59.8679|41.0925|383.4662|244.4553|177.5439|39.5479|10120.0|2.2058|4.7178|1.5687|134.7647|14.344|0.649|0.5455|0.7231|0.0|61.5|62.0|1326.2188|-55.0|75.0|2023-05-22T12:46:36.654|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|A5224147-C7EE-491D-87EF-16C71B13736A
119|1046|114|20|21|1001|233|55|1|1|0|9.25|4.5|0|0.0|0.0|0.0|56.0|12.0|8.0|10.3889|36.1421|29.3055|12.6394|6.9732|1197.875|39.0536|69.375|37.0|54.4723|39.4007|334.3144|229.4509|124.2857|58.043|6960.0|1.8237|3.4383|1.457|176.5|6.282|0.654|0.3624|0.6966|0.0|60.5|57.0|1219.2656|-80.0|40.0|2023-05-22T12:46:28.588|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|F7A63FA4-DAF9-4B59-ABAD-4D1C744EC4C2
120|1068|114|26|28|480|962|117|1|1|0|9.25|4.5|0|0.0|0.0|0.0|213.0|20.0|15.0|17.5833|54.0416|51.9799|19.439|14.0846|9625.5936|110.7054|143.375|97.125|121.0205|110.7054|499.8848|439.1891|124.2911|59.1567|26474.0|1.0911|1.0|1.1382|135.5532|13.235|0.802|0.805|0.9413|0.0|198.5|213.0|9625.5936|-75.0|25.0|2023-05-22T12:46:35.539|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|6431EA47-9912-4473-8B97-A59B5BC363BD
121|1096|114|25|27|777|1427|115|1|1|0|9.25|4.5|0|0.0|0.0|0.0|186.0|18.0|14.0|16.1389|49.4558|47.5559|16.734|14.268|7968.059|100.7236|124.875|87.875|107.6598|100.7236|457.4662|398.2671|104.1613|67.9758|19374.0|1.0464|1.0|1.1486|212.6667|13.0|0.8771|0.8192|0.9794|0.0|170.0|186.0|7968.059|80.0|-35.0|2023-05-22T12:46:35.315|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|1F4A9E7D-F8A1-44C5-8001-967274746517
122|1123|114|28|25|640|914|114|1|1|0|9.25|4.5|0|0.0|0.0|0.0|208.0|21.0|15.0|17.8611|56.0416|53.064|17.4307|15.5892|9315.3771|108.9069|152.625|97.125|123.5902|108.9069|518.3848|449.217|141.7837|62.4499|29491.0|1.2016|1.0|1.154|103.2041|12.891|0.8438|0.7982|0.9686|0.0|194.5|208.0|9315.3771|20.0|-90.0|2023-05-22T12:46:35.203|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|B491CA88-F7C9-493C-AF43-468C08669AC4
123|1153|114|22|23|1002|231|34|1|1|0|9.25|4.5|0|0.0|0.0|0.0|76.0|15.0|10.0|12.3056|45.2132|35.6575|14.9105|8.4788|1914.1005|49.3671|97.125|50.875|72.2018|49.9638|418.2221|288.2069|128.4474|60.2507|9762.0|2.1127|4.4104|1.4511|160.0256|3.922|0.6102|0.3806|0.6665|0.0|87.5|77.0|1960.6497|-60.0|40.0|2023-05-22T12:46:26.236|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|24CDA4A1-34B0-4110-9990-F792C3BC9ED0
124|1177|114|26|22|670|1051|62|1|1|0|9.25|4.5|0|0.0|0.0|0.0|74.0|19.0|7.0|13.8333|42.0416|40.0749|18.9339|5.4611|1821.7798|48.1618|134.125|32.375|86.333|48.1618|388.8848|329.0678|204.2027|9.6632|15111.0|1.9007|3.7011|1.1818|56.0286|7.063|0.5127|0.4955|0.4853|0.0|71.5|74.0|1821.7798|-45.0|45.0|2023-05-22T12:46:29.374|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|2EC23466-F4BE-4A15-AE30-15AAAA4DB1E8
125|1205|114|13|26|209|950|118|1|1|0|9.25|4.5|0|0.0|0.0|0.0|35.0|16.0|3.0|10.8056|31.6569|30.8724|15.7797|2.7664|748.6719|30.8746|106.375|13.875|58.3268|30.8746|292.8263|243.9447|204.0857|12.065|7143.0|2.2786|4.9565|1.2004|76.2|13.344|0.5197|0.8987|0.3473|0.0|23.0|35.0|748.6719|-90.0|0.0|2023-05-22T12:46:35.652|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|5F144BCC-D8E0-4618-8E4C-004F19DD53ED
126|1220|114|21|21|668|725|118|1|1|0|9.25|4.5|0|0.0|0.0|0.0|90.0|12.0|11.0|11.1944|32.9706|32.0351|10.902|10.5385|2587.1474|57.3939|69.375|60.125|61.9232|57.3939|304.978|254.6997|166.6667|35.9057|15000.0|1.0|1.0|1.1974|182.5357|13.344|0.9269|0.8904|0.9968|0.0|78.0|90.0|2587.1474|5.0|0.0|2023-05-22T12:46:35.652|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|68C2D465-9C69-4BFB-9A8B-BD876064134F
127|1243|114|24|17|612|815|127|1|1|0|9.25|4.5|0|0.0|0.0|0.0|36.0|15.0|7.0|11.1389|43.799|31.8491|15.0205|6.1032|770.0625|31.3125|97.125|32.375|61.4098|31.3125|405.1407|252.9792|209.3889|10.5021|7538.0|4.2405|11.2329|1.6015|37.3421|14.344|0.5675|0.4451|0.3487|0.0|53.5|36.0|770.0625|-15.0|-90.0|2023-05-22T12:46:36.654|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|17667C2D-2E44-4BA2-8F72-D71AF141FD7F
128|1269|114|23|24|932|428|120|1|1|0|9.25|4.5|0|0.0|0.0|0.0|136.0|15.0|13.0|13.8056|41.2132|39.9811|13.9142|12.5002|5038.6451|80.0962|97.125|78.625|86.0768|80.0962|381.2221|328.2002|118.2941|68.8567|16088.0|1.0|1.0|1.1616|224.2|13.563|0.914|0.9691|0.9899|0.0|122.0|136.0|5038.6451|-85.0|0.0|2023-05-22T12:46:35.875|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|FF9855F5-162D-4FB8-8A3E-7B32507C16CA
129|1294|114|23|19|378|1635|20|1|1|0|9.25|4.5|0|0.0|0.0|0.0|59.0|14.0|8.0|11.0278|35.4558|31.8456|13.9213|6.9906|1262.0469|40.086|87.875|37.0|60.3821|40.086|327.9662|252.9468|219.8136|13.0754|12969.0|1.6956|2.9926|1.2966|34.6071|2.36|0.6285|0.5306|0.6191|0.0|63.5|59.0|1262.0469|10.0|-85.0|2023-05-22T12:46:24.668|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|B0A94690-2FD6-4B34-94B0-989AB66A6FCB
130|1319|114|24|23|258|673|121|1|1|0|9.25|4.5|0|0.0|0.0|0.0|140.0|16.0|13.0|14.75|45.799|42.7649|14.1231|12.9008|5264.704|81.8733|106.375|78.625|94.8125|81.8733|423.6407|353.9503|124.4929|64.3149|17429.0|1.1923|1.0|1.1969|165.0|13.672|0.8654|0.8127|0.9743|0.0|132.5|140.0|5264.704|30.0|-90.0|2023-05-22T12:46:35.987|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|038A0D54-437B-4111-AF26-F0B1C797358A
131|1345|114|20|25|687|785|117|1|1|0|9.25|4.5|0|0.0|0.0|0.0|92.0|17.0|7.0|12.7222|38.3848|37.0332|17.2514|6.8942|2686.7311|58.4881|115.625|32.375|76.0554|58.4881|355.0594|300.9321|182.8043|33.6863|16818.0|1.2744|1.0634|1.1799|125.1818|13.235|0.6124|0.8162|0.6788|0.0|81.5|92.0|2686.7311|60.0|-25.0|2023-05-22T12:46:35.539|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|ABD4A90A-DAB7-403C-9EF9-FD804AE9BDF8
132|1367|114|23|26|413|847|127|1|1|0|9.25|4.5|0|0.0|0.0|0.0|86.0|21.0|9.0|14.75|51.799|43.0456|19.8205|7.3138|2390.4057|55.1685|152.625|41.625|94.8125|58.4881|479.1407|356.5468|133.3256|52.747|11466.0|2.3208|5.0949|1.3438|195.7391|14.344|0.4731|0.2607|0.5249|0.0|101.0|92.0|2686.7311|-50.0|25.0|2023-05-22T12:46:36.654|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|28323C2D-D61F-444D-AFE1-BAF2EE6F8D6E
133|1392|114|25|34|926|269|127|1|1|0|9.25|4.5|0|0.0|0.0|0.0|131.0|28.0|12.0|20.4722|101.1543|60.9343|29.0801|11.3909|4758.5016|77.8377|217.375|69.375|147.7429|78.2928|935.6773|522.0173|235.6947|21.9172|30876.0|6.1686|17.3214|1.7924|73.2824|14.344|0.4132|0.3377|0.3446|0.0|209.5|132.0|4814.3078|60.0|-35.0|2023-05-22T12:46:36.654|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|68A24083-4786-4C76-A32E-DE908CDA31FE
134|1419|114|24|13|759|1907|119|1|1|0|9.25|4.5|0|0.0|0.0|0.0|71.0|14.0|7.0|11.3611|33.3137|32.5187|13.9479|6.7772|1685.3233|46.323|87.875|32.375|63.4652|46.323|308.1517|259.173|141.2254|49.9843|10027.0|1.2439|1.0|1.189|128.5|13.453|0.6834|0.669|0.7519|0.0|58.5|71.0|1685.3233|0.0|-90.0|2023-05-22T12:46:35.761|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|715CF6C7-D648-4F7A-AA83-4A94B30A35C6
135|1445|114|20|21|443|1711|109|1|1|0|9.25|4.5|0|0.0|0.0|0.0|81.0|12.0|10.0|10.5|30.9706|30.1842|10.4106|9.8994|2149.3242|52.3126|69.375|50.875|55.5|52.3126|286.478|237.5789|118.321|58.5512|9584.0|1.0|1.0|1.2058|212.1923|12.328|0.9358|0.8443|0.9995|0.0|69.5|81.0|2149.3242|-80.0|0.0|2023-05-22T12:46:34.642|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|F4FC9318-27C6-46F3-9662-7D78354259BB
136|1467|114|16|30|246|1257|23|1|1|0|9.25|4.5|0|0.0|0.0|0.0|62.0|21.0|5.0|14.8333|46.9706|43.0691|23.6012|4.3441|1326.2188|41.0925|152.625|23.125|95.583|41.0925|434.478|356.7642|191.2258|16.3188|11856.0|2.8317|6.7479|1.2178|108.5476|2.688|0.3852|0.2247|0.2742|0.0|66.0|62.0|1326.2188|-80.0|5.0|2023-05-22T12:46:25.001|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|7E5B8672-918B-45FA-90B8-6C2F9E88A61E
137|1485|114|21|40|592|451|117|1|1|0|9.25|4.5|0|0.0|0.0|0.0|105.0|32.0|5.0|21.0|66.8701|62.7345|31.3396|4.3948|3351.8425|65.3276|254.375|23.125|152.625|65.3276|618.5484|538.6691|186.4286|28.3192|19575.0|3.3889|8.5295|1.1483|119.8305|13.235|0.2215|0.5447|0.267|0.0|99.0|105.0|3351.8425|75.0|-20.0|2023-05-22T12:46:35.539|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|43B5B8FB-287E-45C8-87E8-447C4F0704CF
138|1508|114|77|310|252|1610|116|1|1|0|9.25|4.5|0|0.0|0.0|0.0|1071.0|311.0|19.0|200.3611|669.8894|626.1068|367.4182|15.6173|70664.2945|299.9543|2835.125|134.125|1811.7152|299.9543|6196.477|5749.8629|165.6545|16.9666|177416.0|33.3432|102.7409|1.0777|119.3875|13.11|0.0|0.0923|0.0202|0.0|4183.0|1071.0|70664.2945|-80.0|10.0|2023-05-22T12:46:35.427|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|99A932A2-4D66-40F3-AF65-D0238C8CA334
139|1587|114|15|25|396|1284|19|1|1|0|9.25|4.5|0|0.0|0.0|0.0|47.0|16.0|5.0|11.1667|34.7279|31.6802|16.6615|4.1425|1005.3594|35.778|106.375|23.125|61.667|35.778|321.2331|251.4168|177.1064|15.0081|8324.0|2.042|4.1755|1.2777|101.3871|2.235|0.5273|0.1914|0.406|0.0|42.0|47.0|1005.3594|75.0|0.0|2023-05-22T12:46:24.553|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|E76A4FBB-18A9-4190-925B-BCAF11E448D9
140|1604|114|26|26|268|590|121|1|1|0|9.25|4.5|0|0.0|0.0|0.0|194.0|18.0|15.0|16.3611|50.0416|48.0522|16.6998|14.8191|8454.5075|103.7527|124.875|97.125|109.7152|103.7527|462.8848|402.8578|114.1907|64.662|22153.0|1.0272|1.0|1.149|183.2093|13.672|0.9153|0.909|0.991|0.0|178.5|194.0|8454.5075|50.0|-65.0|2023-05-22T12:46:35.987|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|D358C6EA-EBBC-4C8B-B1CA-2AA9332D7A10
141|1632|114|25|29|330|1070|119|1|1|0|9.25|4.5|0|0.0|0.0|0.0|89.0|23.0|11.0|16.7778|62.8701|49.8609|21.8448|11.0548|2537.6537|56.8422|171.125|60.125|113.5696|56.8422|581.5484|419.5883|191.5618|12.0793|17049.0|3.5342|8.9917|1.386|87.0|13.453|0.4659|0.4753|0.3781|0.0|133.5|89.0|2537.6537|-60.0|30.0|2023-05-22T12:46:35.761|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|C74300F1-0869-4615-A9A6-BBE2C94D6352
142|1659|114|23|22|378|1635|15|1|1|0|9.25|4.5|0|0.0|0.0|0.0|76.0|16.0|10.0|13.0556|51.6985|38.0427|13.9426|9.6607|1914.1005|49.3671|106.375|50.875|79.1393|52.8906|478.2111|310.27|191.8289|33.3579|14579.0|2.5938|5.9814|1.5413|88.093|1.797|0.6808|0.4117|0.7257|0.0|96.5|82.0|2197.0891|35.0|-75.0|2023-05-22T12:46:24.106|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|877A44EC-96D1-42BC-90E7-BDBC6F3A7C12
143|1684|114|22|35|592|1090|74|1|1|0|9.25|4.5|0|0.0|0.0|0.0|223.0|25.0|12.0|19.3056|60.2843|57.4876|24.6231|11.7272|10250.0967|114.2402|189.625|69.375|136.9518|114.2402|557.6298|490.1353|133.6637|59.6665|29807.0|1.2969|1.312|1.1377|125.5962|8.407|0.5819|0.7609|0.7634|0.0|207.5|223.0|10250.0967|-90.0|0.0|2023-05-22T12:46:30.722|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|1EB4A0EF-D733-44EA-A5A9-B18A4E51AFF6
144|1708|114|18|22|358|1030|127|1|1|0|9.25|4.5|0|0.0|0.0|0.0|44.0|14.0|8.0|10.1944|47.6985|29.0285|12.4134|7.5525|941.1875|34.6173|87.875|37.0|52.6732|34.6173|441.2111|226.8886|141.0909|48.5217|6208.0|4.1148|10.8347|1.9446|188.2051|14.344|0.6966|0.3107|0.5307|0.0|52.5|44.0|941.1875|-65.0|0.0|2023-05-22T12:46:36.654|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|A9DD8767-6DB4-4FBC-ACC1-9D159BAE933F
145|1728|114|20|26|164|1677|55|1|1|0|9.25|4.5|0|0.0|0.0|0.0|63.0|17.0|9.0|13.0556|43.799|37.6208|16.6793|8.2087|1347.6094|41.4226|115.625|41.625|79.1393|41.4226|405.1407|306.3674|186.254|11.3529|11734.0|2.4231|5.4283|1.3224|69.5263|6.282|0.5502|0.1661|0.4642|0.0|83.0|63.0|1347.6094|75.0|-25.0|2023-05-22T12:46:28.588|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|D92BFAF8-6B07-4B15-B146-FD0FFDC28575
146|1750|114|62|99|586|1351|127|1|1|0|9.25|4.5|0|0.0|0.0|0.0|1694.0|89.0|51.0|70.2778|485.0853|217.6715|78.7092|41.5426|118215.2478|387.9643|781.625|430.125|608.4447|404.0211|4487.039|1971.8364|209.5998|19.1737|355062.0|10.2716|30.2362|2.2756|22.0349|14.344|0.0679|0.3146|0.5861|0.0|2828.0|1823.0|128202.9476|-90.0|5.0|2023-05-22T12:46:36.654|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|B72E46CB-682C-4CC1-96D9-6311B84B7769
147|1814|114|17|23|617|1469|33|1|1|0|9.25|4.5|0|0.0|0.0|0.0|50.0|14.0|6.0|10.3889|32.1421|29.4326|14.2401|4.7871|1069.5312|36.9022|87.875|27.75|54.4723|36.9022|297.3144|230.6266|186.22|22.0257|9311.0|1.6443|2.8097|1.2892|142.3571|3.813|0.6197|0.4179|0.5641|0.0|45.5|50.0|1069.5312|50.0|-30.0|2023-05-22T12:46:26.123|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|97902BA4-632A-4E80-9193-5551E3E3B8F5
148|1833|114|20|34|931|227|127|1|1|0|9.25|4.5|0|0.0|0.0|0.0|103.0|24.0|6.0|17.0833|54.0416|50.5713|25.0295|5.575|3247.638|64.3041|180.375|27.75|116.3955|64.3041|499.8848|426.1595|233.466|15.9981|24047.0|2.2564|4.8838|1.173|27.6596|14.344|0.3855|0.7634|0.3989|0.0|101.5|103.0|3247.638|-90.0|15.0|2023-05-22T12:46:36.654|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|B8F64179-8CCC-4B40-9C9D-F29A86BFC9EF
149|1855|114|21|34|384|1145|127|1|1|0|9.25|4.5|0|0.0|0.0|0.0|90.0|25.0|9.0|18.1111|81.8406|53.6521|27.2547|7.6637|2587.1474|57.3939|189.625|41.625|125.9027|58.4881|757.0255|454.6569|125.0556|49.4919|11255.0|5.7935|16.1388|1.665|205.087|14.344|0.3663|0.2722|0.2923|0.0|141.5|92.0|2686.7311|80.0|-20.0|2023-05-22T12:46:36.654|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|2F44F70C-CF58-4B2E-B632-6855C4EACDE6
150|1878|114|34|27|827|345|111|1|1|0|9.25|4.5|0|0.0|0.0|0.0|151.0|25.0|15.0|20.5278|99.4975|61.7513|27.051|14.1383|5894.6628|86.6332|189.625|97.125|148.2571|87.0572|920.3519|529.5745|202.1126|18.7364|30519.0|5.1829|14.2121|1.7379|109.9529|12.547|0.4224|0.2931|0.4155|0.0|255.5|152.0|5952.5026|10.0|-75.0|2023-05-22T12:46:34.866|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|0D358B6C-278B-43A3-942E-1931B071CE33
151|1914|114|29|30|1007|1846|126|1|1|0|9.25|4.5|0|0.0|0.0|0.0|285.0|23.0|17.0|20.0|62.2843|59.5954|21.3812|17.0934|14225.0412|134.5804|171.125|115.625|143.375|134.5804|576.1298|509.6325|141.0667|57.2757|40204.0|1.0832|1.0|1.1305|103.2407|14.235|0.8457|0.845|0.9685|0.0|268.5|285.0|14225.0412|-35.0|35.0|2023-05-22T12:46:36.549|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|7B8D1641-F287-4F7A-806B-B561F1F7C69A
152|1945|114|28|31|784|1110|116|1|1|0|9.25|4.5|0|0.0|0.0|0.0|147.0|23.0|18.0|19.9167|76.1838|59.5392|21.4353|14.2318|5664.2323|84.9231|171.125|124.875|142.6045|90.4002|704.7002|509.1126|202.0884|17.9026|29707.0|2.8867|6.9243|1.3842|73.0462|13.11|0.4802|0.153|0.6154|0.0|232.0|160.0|6418.4257|-75.0|0.0|2023-05-22T12:46:35.427|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|A30759D2-D4A9-4F34-A4B6-2089E8B0190B
153|1975|114|29|21|641|1416|127|1|1|0|9.25|4.5|0|0.0|0.0|0.0|93.0|19.0|10.0|15.3611|69.9411|45.0707|20.1802|9.1555|2736.8146|59.0307|134.125|50.875|100.4652|59.5704|646.9552|375.279|192.0645|53.9862|17862.0|4.1412|10.9184|1.7239|148.85|14.344|0.469|0.138|0.4875|0.0|123.5|94.0|2787.0883|0.0|70.0|2023-05-22T12:46:36.654|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|AB43AEFD-7CDC-402C-8EAC-62103ECBB60B
154|2006|114|19|20|242|953|110|1|1|0|9.25|4.5|0|0.0|0.0|0.0|73.0|11.0|9.0|10.0833|29.3137|28.6317|10.2511|9.0685|1776.0189|47.5531|60.125|41.625|51.6455|47.5531|271.1517|223.2182|157.0|48.5773|11461.0|1.0|1.0|1.2147|154.1154|12.438|0.9151|0.9437|0.9924|0.0|61.5|73.0|1776.0189|-75.0|0.0|2023-05-22T12:46:34.753|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|4839A78A-0571-4DDD-BE16-195D8A9FAA8E
155|2|426|23|49|532|830|127|1|1|0|9.25|4.5|0|0.0|0.0|0.0|121.0|39.0|9.0|27.7778|117.397|84.4035|46.9503|6.9578|4206.9239|73.1876|319.125|41.625|215.3196|76.9223|1085.9223|739.1074|172.4628|32.2165|20868.0|8.5019|24.6689|1.4692|153.0|14.344|0.1059|0.4908|0.1458|0.0|251.5|129.0|4647.2319|-90.0|10.0|2023-05-22T12:46:36.654|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|B154E211-0519-427B-B664-FF541B90537F
156|27|426|26|25|814|1409|112|1|1|0|9.25|4.5|0|0.0|0.0|0.0|165.0|19.0|15.0|17.1944|56.6274|50.8205|15.3135|14.8722|6712.3947|92.4472|134.125|97.125|117.4232|92.4472|523.8034|428.4646|128.103|68.4496|21137.0|1.5465|2.4505|1.2225|143.44|12.672|0.7603|0.6583|0.9221|0.0|173.0|165.0|6712.3947|-45.0|-90.0|2023-05-22T12:46:34.977|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|2A243ACA-3798-4A3F-9C3D-741455FC0C8B
157|55|426|20|24|396|31|126|1|1|0|9.25|4.5|0|0.0|0.0|0.0|105.0|15.0|10.0|12.5833|38.3848|36.6905|13.4675|10.2603|3351.8425|65.3276|97.125|50.875|74.7705|65.3276|355.0594|297.7621|165.3524|33.635|17362.0|1.1167|1.0|1.1924|122.7576|14.235|0.805|0.5832|0.9328|0.0|92.5|105.0|3351.8425|-85.0|0.0|2023-05-22T12:46:36.549|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|D9F457FE-87C7-431D-9C65-6DE0CDFA2C8A
158|77|426|22|40|987|727|127|1|1|0|9.25|4.5|0|0.0|0.0|0.0|102.0|30.0|10.0|21.8056|75.9411|65.3487|34.7359|7.6949|3195.7794|63.7887|235.875|50.875|160.0768|65.3276|702.4552|562.8505|227.9706|31.9983|23253.0|4.3707|11.6452|1.248|109.4545|14.344|0.2698|0.1105|0.2112|0.0|181.5|105.0|3351.8425|-90.0|10.0|2023-05-22T12:46:36.654|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|74ECA8B7-FBEA-473E-8A55-73FF1166073E
159|101|426|25|24|142|1345|116|1|1|0|9.25|4.5|0|0.0|0.0|0.0|148.0|16.0|12.0|14.5556|44.6274|42.8187|15.924|12.006|5721.6987|85.3528|106.375|69.375|93.0143|85.3528|412.8034|354.448|106.1149|64.9039|15705.0|1.0709|1.0|1.1646|229.4737|13.11|0.8301|0.7753|0.9476|0.0|135.0|148.0|5721.6987|-65.0|65.0|2023-05-22T12:46:35.427|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|2468050C-98F9-4A8C-A623-13B54D5AE8E4
160|128|426|28|58|275|780|114|1|1|0|9.25|4.5|0|0.0|0.0|0.0|444.0|48.0|17.0|35.0556|139.598|106.9804|42.4912|16.2804|24970.4464|178.3069|402.375|115.625|282.6393|178.3069|1291.2815|947.9437|140.6239|55.6031|62437.0|3.4927|8.8599|1.3622|92.625|12.891|0.0991|0.2114|0.5461|0.0|523.0|444.0|24970.4464|-90.0|5.0|2023-05-22T12:46:35.203|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|5CC2769A-66EB-4A3C-AD20-9A93F94A11BC
161|158|426|34|24|737|684|123|1|1|0|9.25|4.5|0|0.0|0.0|0.0|177.0|26.0|11.0|19.1667|59.9411|57.0436|24.1862|10.2546|7425.9669|97.237|198.875|60.125|135.667|97.237|554.4552|486.0283|140.452|57.9046|24860.0|1.6153|2.7051|1.1408|177.52|13.907|0.4963|0.5209|0.6531|0.0|175.5|177.0|7425.9669|25.0|-70.0|2023-05-22T12:46:36.212|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|8CDE9458-1CF0-4488-B60A-D9519BB66B69
162|194|426|41|47|572|1202|36|1|1|0|9.25|4.5|0|0.0|0.0|0.0|473.0|43.0|17.0|32.5278|109.0538|99.4082|46.5322|15.2061|26989.5657|185.3758|356.125|115.625|259.2571|185.3758|1008.7476|877.9008|128.0677|62.9638|60576.0|2.0008|4.0382|1.149|130.7111|4.141|0.2388|0.5112|0.5026|0.0|550.0|473.0|26989.5657|-60.0|45.0|2023-05-22T12:46:26.460|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|8B25AEFA-DB08-4499-8F19-CB0747A33938
163|237|426|15|32|84|1512|20|1|1|0|9.25|4.5|0|0.0|0.0|0.0|67.0|23.0|5.0|15.9722|49.3137|46.9334|26.4847|3.7894|1507.4053|43.8097|171.125|23.125|106.1179|43.8097|456.1517|392.5089|192.4776|16.4565|12896.0|2.8884|6.9297|1.1621|90.5217|2.36|0.3248|0.3357|0.2384|0.0|64.0|67.0|1507.4053|-80.0|0.0|2023-05-22T12:46:24.668|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|87E360BC-466F-4507-88D6-6DFB8B2FAC55
164|254|426|34|41|922|474|127|1|1|0|9.25|4.5|0|0.0|0.0|0.0|246.0|33.0|23.0|28.2222|155.196|85.4402|32.27|23.8296|11705.3758|122.0809|263.625|171.125|219.4304|126.0262|1435.563|748.6969|224.4878|34.524|55224.0|7.429|21.292|1.9174|80.6136|14.344|0.4691|0.2756|0.4083|0.0|507.5|258.0|12474.1657|40.0|-15.0|2023-05-22T12:46:36.654|MicrobialMethane_MESO_Tank10_54.0143_-2.7770_04052023_1_images_000001.tif|E8ED27F1-C892-492F-AE14-867704DFBC65
